what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339216444
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339245144
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.refresh",1420339247625
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339248410
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339276248
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.refresh",1420339277195
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420339280299
opened,view,org.eclipse.ui.ide,3.8.2.v20121106-165923,"org.eclipse.ui.views.ProgressView",1420339284207
activated,view,org.eclipse.ui.ide,3.8.2.v20121106-165923,"org.eclipse.ui.views.ProgressView",1420339284254
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339297352
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339297462
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339303508
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339317821
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420339317853
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420339326420
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420339338129
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420339342090
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420339354120
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339355792
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339362770
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420339370397
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420339372209
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420339375819
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420339383688
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420339386649
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420339387718
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339389039
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339412451
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420339412465
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420339416147
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420339417765
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339446002
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339455001
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420339455024
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420339457853
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.refresh",1420339462654
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339465426
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339479781
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339481316
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339483800
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420339485144
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340014015
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340017874
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340056624
started,bundle,org.eclipse.wst.internet.cache,1.0.600.v201203071939,"org.eclipse.wst.internet.cache",1420340059842
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340063983
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340064796
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340095742
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340097750
activated,editor,com.android.ide.eclipse.adt,22.6.0.v201403010043-1049357,"com.android.ide.eclipse.editors.CommonXmlEditor",1420340098711
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340100492
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340102117
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340107836
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340179601
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340181539
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340204757
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340206781
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340213406
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340217440
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340217963
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340248482
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340250821
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420340253275
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340253868
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340256134
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340273946
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340278782
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340285284
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340287835
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420340291335
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420340293475
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340293866
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340309397
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340311017
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340330316
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340331378
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340367006
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420340372765
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340373134
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340374962
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340375734
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340375984
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340381930
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340388837
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340394743
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340410158
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340410674
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340435881
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420340440537
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340445084
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340451572
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340452807
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340458383
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340461555
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340484987
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340486643
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340487726
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340489007
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340496438
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.navigate.collapseAll",1420340500708
opened,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420340529000
activated,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420340529559
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420340533997
activated,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420340534294
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420340540294
activated,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420340542012
activated,view,org.eclipse.ui.views,3.6.100.v20120705-114010,"org.eclipse.ui.views.ContentOutline",1420340548193
opened,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1420340572139
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1420340572249
activated,view,org.eclipse.ui.views,3.6.100.v20120705-114010,"org.eclipse.ui.views.ContentOutline",1420340573592
started,bundle,org.eclipse.wst.common.snippets,1.2.200.v201204260225,"org.eclipse.wst.common.snippets",1420340576849
started,bundle,org.eclipse.gef,3.9.0.201212170307,"org.eclipse.gef",1420340576849
started,bundle,org.eclipse.draw2d,3.9.0.201212170307,"org.eclipse.draw2d",1420340576881
opened,view,org.eclipse.wst.common.snippets,1.2.200.v201204260225,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1420340577068
activated,view,org.eclipse.wst.common.snippets,1.2.200.v201204260225,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1420340577131
closed,editor,org.eclipse.wst.jsdt.ui,1.1.202.v201208171701,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1420340587787
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340587943
activated,view,org.eclipse.ui.navigator.resources,3.4.400.v20120705-114010,"org.eclipse.ui.navigator.ProjectExplorer",1420340590235
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340596548
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340613100
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340630116
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340631272
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340648914
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420340674459
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420340677740
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340678068
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340684565
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340692055
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340695243
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420340708181
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340709226
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420340709897
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340715745
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420340718948
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340719557
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420340722072
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340722447
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340725963
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340736032
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340739032
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.copy",1420340740719
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340742422
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.edit.paste",1420340742969
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340744789
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340745876
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340755597
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340756190
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340757612
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340757612
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340758972
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340759800
activated,editor,org.eclipse.wst.html.ui,1.0.702.v201211262010,"org.eclipse.wst.html.core.htmlsource.source",1420340759800
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340770191
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340770816
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340773257
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340779397
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340781490
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340789312
executed,command,org.eclipse.ui,3.104.0.v20121024-145224,"org.eclipse.ui.file.save",1420340792984
deactivated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340794375
activated,workbench,org.eclipse.ui.workbench,3.104.0.v20130204-164612,"",1420340822510
